"","pathway","pval","padj","log2err","ES","NES","size","topGenes","log10FDR"
"14","GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION",0.909465020576132,1,0.0165979932903048,-0.28275948902652,-0.717880435941492,43,"Tmod4,Vill,Svil,Add2,Actn2,Lmod3,Pdxp,Sema5a",0
"15","GOBP_ACTIN_FILAMENT_ORGANIZATION",1,1,0,-0.203594351282325,-0.562419719220696,365,"Ctnna3,Myo15,Rnd1,Espnl,Nlrp5,Shroom1,Ttn,Dlc1,Dbn1,Cald1,Kank4,Frmd7,Tmsb15b2,Neb,Alox15,Tgfb3,Tmod4,Tmeff2,Xirp2,Shank3,Nphs1,Ghsr,Ccl26,Xirp1,Nck2,Fmn2,Arhgef15,Efs,Vill,Sh3kbp1,Svil,Shank1,Ppm1e,Myo5a,Arhgap28,Add2,Pak3,Fscn3,Flna,Asap3,Cyfip2,Cxcl12,Actn2,Kirrel,Fhod3,Gdpd2,Lmod3,Pdxp,Alms1,Ermn,Ptger4,Sema5a,Ttc8,Csf3,Fermt2,Pfn4,Wnt4,Coro6,Clasp2,Arhgap40,Rnd3,Limch1,Slit2,Nrp1,Prkci,Rhobtb1,Fam171a1,Rufy3,Met,Dlg1,Ppm1f,Serpinf2,Cit,Nedd9,Sorbs1,Ppfia1,Trf,Pof1b,Spire1,Itgb5,Pls3,Rdx,Tpm2,Pstpip2,Rasa1,Ppp1r9a,Lcp1,Evl,Arhgef5,Gmfb,Myo1h,Dpysl3,Shroom2,Myo1e,Cdc42ep4,Actn1,Ssh2,Synpo2,Rock2,Prex1,Plekhh2,Jak2,Arhgap18,Epha1,Fchsd2,Srf,Rhpn2,Rapgef3,Fat1,Elmo1,Swap70,Arhgap12",0
"16","GOBP_ACTIN_FILAMENT_POLYMERIZATION",1,1,0.0014426950408889,-0.187596673109301,-0.505168131701494,128,"Dbn1,Kank4,Tmsb15b2,Alox15,Tmod4,Nphs1,Ccl26,Nck2,Vill,Svil,Arhgap28,Add2,Pak3,Cyfip2,Kirrel,Fhod3,Lmod3",0
"17","GOBP_ACTIN_FILAMENT_SEVERING",0.962627406568516,1,0.0192297089064582,-0.258606790840441,-0.571957587923445,15,"Vill,Svil",0
"18","GOBP_ACTIN_MEDIATED_CELL_CONTRACTION",0.0104394961507897,0.493653798179915,0.380730400722792,-0.51759421344857,-1.37189100976159,82,"Ctnna3,Mybpc3,Scn1a,Acta2,Kcnd3,Myh2,Cacna1g,Atp2a1,Mylk2,Gja1,Scn3b,Ryr2,Kcnj3,Hcn4,Kcnj2,Myh3,Myh8,Cacna2d1,Cacna1d,Myl6b,Scn2b,Flna,Kcna5,Ank2,Stc1,Kcnj5,Scn5a,Kcne1",0.306577517168668
"19","GOBP_ACTIN_MYOSIN_FILAMENT_SLIDING",0.0373725934314836,0.785662337662338,0.248911114434702,-0.645971335827991,-1.42868718144306,15,"Mybpc3,Myh2,Mylk2,Myh3,Myh8,Myl6b",0.104764065154022
"20","GOBP_ACTIN_NUCLEATION",0.588499414473468,1,0.143902565267782,0.240544793078191,0.93741724046224,40,"Coro1a,Arpc3,Arpc1b,Wasf2,Arfip2,Arpc5l,Arpc4,Gmfg,Gsn,Whamm,Arf1,Arpc2,Wasl,Arpc1a,Hip1r,Coro1b,Arpc5,Spire2",0
"21","GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION",1,1,0,-0.18617915817044,-0.503835520325904,153,"Dbn1,Kank4,Tmsb15b2,Alox15,Tmod4,Nphs1,Ghsr,Ccl26,Nck2,Vill,Svil,Arhgap28,Add2,Pak3,Cyfip2,Cxcl12,Actn2,Kirrel,Fhod3,Lmod3,Pdxp,Sema5a,Csf3,Pfn4",0
"22","GOBP_ACTION_POTENTIAL",0.00261098533725012,0.234693594307433,0.431707695803346,-0.508147995161714,-1.36162254012386,117,"Ctnna3,Scn1a,Kcnh7,Kcnd3,Cntnap1,Clcn1,Cacna1g,Slc8a1,P2rx3,Akap6,Slc4a3,Gja1,Grik2,Scn3b,Ryr2,Chrna4,Kcnj3,Kcnab2,Scn4a,Hcn4,Slc8a2,Scn10a,Kcnj2,Scn3a,Cacna2d1,Cacna1d,Scn8a,Glra1,Scn2b,Chrna1,Flna,Kcna5,Ank2,Kcnmb4,Tbx18,Scn9a,Kcnc2,Kcnj5,Scn5a,Kcne1,Tnf",0.629498763809586
"23","GOBP_ACTIVATED_T_CELL_PROLIFERATION",0.47569803516029,1,0.0494904866135495,-0.401707724288556,-1.01191516808095,40,"Il2,Pdcd1lg2,Btn2a2,Ido1,Tnfsf9,Il12rb1,Il23a,Foxp3,Crtam,Igf2,Il27ra,Igf1",0
"24","GOBP_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY",0.583241455347299,1,0.0431036828790402,-0.411925502932809,-0.95329196097769,20,"Calcr,Crhr1,Adora2b,Glp1r,Adora3,Drd5,Adrb2,Lgr5,Vipr2",0
"25","GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY",0.682692307692308,1,0.165656695205483,0.273039455540161,0.856632079040889,18,"Cideb,Lgmn,Bak1,Bad,Pycard",0
"26","GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS",0.991927346115035,1,0.00617356336775808,-0.210237927021361,-0.552069233499205,69,"Dlc1,Ift57,Nlrp12,Robo1,Ngfr,Tnfsf15,Khdc1c,Fasl,Tnf,Casp4,Nlrp1a,Apaf1,Pmaip1,Nlrc4",0
"27","GOBP_ACTIVATION_OF_GTPASE_ACTIVITY",0.855421686746988,1,0.0190794888813551,-0.309322490583329,-0.823197988634417,93,"Tbc1d9,Arhgap29,Garnl3,Apc2,Evi5l,Arhgef15,Rasgrp1,Ntrk3,Epha2,Tbc1d1,Tbc1d30,Syde2,Tbc1d10c,Syde1,Arhgap22,Sipa1,Tbc1d12,Tiam1,Arhgap24,Nedd9,Ralgapa2,Ect2,Arhgef19,Rabgap1l,Usp6nl,Tbck,Tbc1d8,Gmip,Tbc1d15,Arhgef5,Rabgap1,Tbc1d5,Bcr,Epha1",0
"28","GOBP_ACTIVATION_OF_IMMUNE_RESPONSE",0.912087912087912,1,0.0141641602737639,-0.309227475023923,-0.844317103787714,219,"Pram1,Btn1a1,Cd59b,Gpr33,Fpr3,Btn2a2,Vav2,Hc,Cfi,A2m,C9,Colec10,Cd46,Ms4a1,Foxp3,Mfap4,Tbk1,Nfkbid,C2,C3ar1,Pak3,Yes1,Pik3cd,Vav3,Ptpn22,Clec7a,Cfd,Apcs,Lilra6,Pira2,C8b,Mog,Cd247,Cd22,Klrd1,Masp1,Thy1,Klrc3,Tec,Btk,Nod2,Sla2,Rc3h2,Cd79b,Fyb,Malt1,Hexim1,Cd160,Zcchc3,Btnl10,Traf6,Rnf31,Nlrc4,Map3k7,Vtcn1,Lime1,Ikbkg,Sfpq,Cd55,Dusp22,Clu,Rc3h1,Btnl2,Rabgef1,Trat1",0
"29","GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE",0.628454452405322,1,0.0362254755857254,-0.367382874801725,-0.939798369350134,46,"Tbk1,Pak3,Clec7a,Lilra6,Pira2,Klrd1,Klrc3,Hexim1,Zcchc3,Traf6,Nlrc4,Map3k7,Sfpq",0
"30","GOBP_ACTIVATION_OF_NF_KAPPAB_INDUCING_KINASE_ACTIVITY",0.714927048260382,1,0.0344919215094074,-0.377675539472228,-0.844336118058115,16,"Tnfsf15,Tnfrsf10b,Tlr6,Malt1,Traf6,Map3k7,Tlr3,Irak1,Traf2,Zfp91",0
"31","GOBP_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY",0.716756756756757,1,0.0325785172778622,-0.367576762581802,-0.862198832403041,22,"Gpr55,Plcb2",0
"32","GOBP_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY",1,1,0.0014426950408889,-0.192432235972243,-0.51722557286478,122,"Chrna3,Itgb3,Nrg1,Il23a,Dgkq,Kif14,Il4,Adcy8,Tnfsf15,Tnfrsf10b,Igf1,Ntrk3,Lep,Gprc5c,Cdk5r1,Tlr6,Cdk5r2,Adrb2,Malt1,Pdpk1,Traf6,Vegfa,Dlg1,Map3k7,Ect2,Tpx2,Osbpl8,Tlr3,Spdya,Taok2,Acvr2b,Pdgfc,Slc11a1,Mob1b,Clspn,Fgf1,Mob3b,Adnp,Gprc5a,Jak2,Mt3",0
"33","GOBP_ACTIVATION_OF_PROTEIN_KINASE_B_ACTIVITY",0.997881355932203,1,0.0114177828322783,-0.170821235310648,-0.410841139394022,26,"Nrg1,Igf1,Ntrk3,Pdpk1,Osbpl8,Fgf1,Mt3,Pdgfb",0
"34","GOBP_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY",0.822732012513034,1,0.0236501012290726,-0.319684819630503,-0.794478521446154,36,"Dmrt1,Nodal,Cer1,Magi2,Bmpr2,Lemd3,Igsf1,Acvr1c,Fgf9",0
"35","GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION",0.688311688311688,1,0.0307037368093842,-0.345174110889269,-0.934586979486557,167,"Frmd3,Tnnt3,Obsl1,Ttn,Dlc1,Six4,Frmd7,Frmd5,Neb,Tgfb3,Tmod4,Capn3,Tmeff2,Flnc,Myh3,Arhgef15,Myl9,Ppm1e,Arhgap28,Casq1,Asap3,Pdgfra,Myom2,Mylk3,Actn2,Csrp3,Fhod3,Myh11,Pgm5,Lmod3,Alms1,Anln,Cnn1,Ptger4,Ttc8,Fermt2,Wnt4,Clasp2,Mef2a,Myh9,Limch1,Nrp1,Fam171a1,Met,Pdgfrb,Ppm1f,Serpinf2,Cit,Sorbs1,Ect2,Ppfia1",0
"36","GOBP_ACUTE_INFLAMMATORY_RESPONSE",0.933801404212638,1,0.0125099843193737,-0.279583507880395,-0.74456404292781,92,"Zp3,Kl,Il1a,A2m,Mrgprb1,Npy5r,Osmr,Apol8,Klkb1,Il4,Vcam1,Ffar3,Serpina1b,Itih4,Apcs,Mylk3,Cd6,Ptgs2,Cd163,Oprm1,Pla2g2d,Tnf,Ext1,Btk,Tnfsf4,Il6",0
"37","GOBP_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS",0.384960718294052,1,0.0632191170859458,-0.484503814322123,-1.08316273365427,16,"Zp3,A2m,Npy5r,Cd6,Oprm1,Pla2g2d,Ext1,Btk",0
"38","GOBP_ACUTE_PHASE_RESPONSE",0.949117341640706,1,0.0140757415299283,-0.259327541290151,-0.649135126932837,38,"Il1a,A2m,Mrgprb1,Apol8,Serpina1b,Itih4,Apcs,Ptgs2,Cd163,Tnf",0
"39","GOBP_ACYLGLYCEROL_HOMEOSTASIS",0.246852158436107,1,0.249246554383295,0.303678058661591,1.08578723987736,30,"Apoa1,Pla2g12b,Apoa4,Apoe,Rora,Fundc2,Lipc,Abcg8",0
"40","GOBP_ADAPTATION_OF_SIGNALING_PATHWAY",0.249722530521643,1,0.0847985102819124,-0.511786534588986,-1.1759636778757,19,"Arr3,Drd3,Sag,Htr1b,Grm5,Rs1,Necab2,Ubqln2,Adrb2,Adm",0
"41","GOBP_ADAPTIVE_IMMUNE_RESPONSE",0.995004995004995,1,0.00323243877654383,-0.272349965864368,-0.748884963841034,285,"Il2,Ifnk,Sit1,Tgfb1,Pdcd1lg2,Zp3,Il27,Hc,Alox15,Cfi,C9,Cd70,Cd46,Aire,Adcy7,Il12rb1,Jam3,Il23a,Slc22a13,Arid5a,Cd74,Gzmm,Prdm1,Foxp3,Il4,Crtam,Clcf1,Cd40,Ebi3,Nfkbid,Dusp10,C2,Jag1,Tnfaip3,Ccr2,Lamp3,Pik3cd,Slamf6,Clec7a,Apcs,Lilra6,Il1rl1,Pira2,Cd6,Cd84,C8b,Il27ra,Klrd1,Il17f,Irf4,Klrc3,Tnf,Camk4,Pag1,Tec,Btk,Nod2,Gpr183,Unc13d,Sla2,Rc3h2,Pvr,Slamf1,Tnfsf4,Gapt,Il6,Cd79b,Cd274,Malt1,Alcam,Zbtb1,Cd160,Eomes,Sipa1,Traf6,Sirt1,Aicda,Erap1,Map3k7,Vtcn1,Lime1,Cd55,Dusp22,Clu,Rc3h1,Rif1,Trat1,Tnfrsf13c,Fadd,Thoc1,Trp53bp1,Dennd1b,Slc15a4,Slc11a1,Ppp3cb,Entpd7,Zc3h12a,Inpp5d,Nbn,Mlh1,Atad5,Msh2,Il6st,Lat2,Jak2,Rsad2,Lig4,Rapgef3,Tnfrsf1b,Ahr,C1qb",0
"42","GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS",0.997002997002997,1,0.00250132493941571,-0.24293588944062,-0.66126007695604,200,"Il2,Tgfb1,Zp3,Il27,Hc,Cfi,C9,Cd70,Cd46,Aire,Il12rb1,Il23a,Slc22a13,Arid5a,Cd74,Gzmm,Foxp3,Il4,Crtam,Clcf1,Cd40,Ebi3,Nfkbid,C2,Jag1,Tnfaip3,Ccr2,Slamf6,Clec7a,Apcs,Il1rl1,C8b,Il27ra,Klrd1,Irf4,Tnf,Btk,Nod2,Unc13d,Sla2,Rc3h2,Pvr,Slamf1,Tnfsf4,Gapt,Il6",0
"43","GOBP_ADAPTIVE_THERMOGENESIS",0.931068931068931,1,0.0124136372369971,-0.293721273751123,-0.793238671568274,145,"Oxt,Trpm8,Zfp423,Pth2r,Scd1,Gja1,Plcl1,Dbh,Il13,Gatm,Lcn2,Il4,Ccr2,Foxc2,Oxtr,Lepr,Cidea,Irf4,Dio2,Sctr,Lep,Alms1,Kdm3a,Grb10,Cxcr4,Ucp1,Lama4,Trpv2,Adrb2,Nr1d1,Sirt6,Vegfa,Per2,Lnpep,Flcn,Nova1,Arntl,Bmp8a,Nr1h3,Acvr2b,Pdgfc",0
"44","GOBP_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY",0.956424581005587,1,0.0187775930480379,-0.250347931582418,-0.56557686598856,17,"Drd3,Chga,Drd5,Adrb2,Crtc3",0
"45","GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",0.258776328986961,1,0.0774767547848578,-0.416180751342385,-1.10821745394857,95,"Gcg,Cxcl11,Calcr,Adcy1,Gng2,Crhr1,Adcy5,Htr5a,Mc1r,Drd3,Abca1,Gpr161,Adcy7,Ptgir,Cxcl10,Gpr4,Adora2b,Adcy8,Ptgfr,Mrap2,Adm2,Mc2r,Gip,Lpar3,Glp1r,Gpr26,Adcy4,Oprm1,Gpr157,Chga,Aplp1,Ptger4,S1pr5,Tbxa2r,Drd5,Adrb2,Adm,Ramp2,Crtc3,Tcp11",0
"46","GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",0.0172830445682552,0.597928727758393,0.352487857583619,-0.532590451494891,-1.37925871829298,58,"Mtnr1a,Gabbr2,Grm7,Oprk1,Adcy5,Htr5a,Drd3,Chrm4,Htr1b,Hrh4,Hrh3,Grm5,Gabbr1,Grm1,Gpr37l1,Akap5,Ffar3,Flna,Rgs1,Cort,Grm4,Gnat1,Oprd1,Oprm1,Gpr37,Psapl1,Gpr176",0.223350580202148
"47","GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",0.0659340659340659,0.965954291107665,0.172324344900946,-0.435249443669268,-1.17857969776032,166,"Gcg,Mtnr1a,Gabbr2,Cxcl11,Calcr,Adcy1,Gng2,Grm7,Oprk1,Crhr1,Adcy5,Htr5a,Pth2r,Mc1r,Drd3,Abca1,Glp2r,Chrm4,Gpr161,Htr1b,Hrh4,Hrh3,Grm5,Adcy7,Ptgir,Cxcl10,Gpr4,Gabbr1,Adora2b,Cacna1d,Grm1,Gpr37l1,Akap5,Adcy8,Ptgfr,Mrap2,Adm2,Mc2r,Ffar3,Flna,Gip,Lpar3,Rgs1,Glp1r,Cort,Crhr2,Grm4,Gpr26,Sctr,Gnat1,Oprd1,Adcy4,Oprm1,Gpr157,Chga,Aplp1,Ptger4,Gpr37,S1pr5,Tbxa2r,Drd5,Gnat3,Psapl1,Gpr176,Adrb2,Adm,Rims2,Ramp2,Crtc3,Tcp11",0.0150434238840763
"48","GOBP_ADHERENS_JUNCTION_ORGANIZATION",0.214876033057851,1,0.0891647117820678,-0.458866499166135,-1.1604244988885,42,"Cdh24,Cdhr3,Bmp6,Cdh7,Cdh9,Cdh11,Jam3,Cdh20,Cdh18,Numbl,Fermt2,Ramp2,Vegfa,Vcl,Rdx,Camsap3,Adam10",0
"49","GOBP_ADIPOSE_TISSUE_DEVELOPMENT",0.993782383419689,1,0.00954760674075313,-0.198052786867269,-0.496835257049975,39,"Csf1,Sox8,Umodl1,Lep,Atf2,Sirt1",0
"50","GOBP_ADP_METABOLIC_PROCESS",NA,NA,NA,0.198642487948229,NA,80,"Ogdhl,P2rx7,Slc4a1,Ddit4,Pfkfb1,Eno3,Slc4a4,Aldoc,Hk1,Gpd1,Arl2,Bad,Pfkm,Cbfa2t3,Galk1,Ak1,Eif6,Aldoa,Nupr1,Prkag1,Gapdh,Bpgm,Slc2a6",NA
"51","GOBP_ADRENAL_GLAND_DEVELOPMENT",0.476923076923077,1,0.257206466468838,0.291564905712651,0.985339775064215,24,"Apoa1,Dkk3,Stra6,Arid5b,Ly6e",0
"52","GOBP_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY",0.997837837837838,1,0.0132626420191661,-0.192112453544732,-0.450624604158674,22,"Drd3,Chga,Drd5,Adrb2,Crtc3,Rapgef2,Lmbrd2,Pde4b,Zdhhc21,Kcnq1,Adcy9,Akap13,Atp2b4",0
"53","GOBP_ADULT_BEHAVIOR",0.192,1,0.0937465422491719,-0.424092134336529,-1.13471292609516,111,"Otog,Scn1a,Agrp,Dab1,Gbx1,Oprk1,Homer1,Drd3,Agtpbp1,Chrna3,Shank3,Dbh,Sez6,Chrna4,Ghsr,Kcnj10,Zic1,Atp6v1b1,Nrxn1,Lgi4,Shank1,Glra1,Crhbp,Glrb,Gip,En1,Cxcl12,Nlgn3,Dmrt3,Cntnap2,Sdk1,Gabrg2,Lep,Oprd1,Oprm1,Klhl1,Rnf180,Brs3,Cntn2",0
"54","GOBP_ADULT_LOCOMOTORY_BEHAVIOR",0.610942249240122,1,0.0370705393657621,-0.366330167755634,-0.956394282647753,63,"Otog,Scn1a,Dab1,Gbx1,Agtpbp1,Sez6,Kcnj10,Zic1,Lgi4,Glra1,Glrb,Gip,En1,Cxcl12,Dmrt3,Oprd1,Klhl1",0
"55","GOBP_AEROBIC_RESPIRATION",NA,NA,NA,0.262677872903273,NA,144,"Ogdhl,Sdhc,Iscu,Fxn,Sdhaf2,Arl2,Cox5a,Idh2,Atp5c1,Ndufa8,Mdh2,Ndufa12,Ndufb6,Cbfa2t3,Ndufs3,Ndufc2,Chchd10,Atp5l,Oxa1l,Bnip3,Ndufaf1,Ndufa9,Cox7a2l,Mdh1,Idh3g,Nupr1,Suclg1,Ndufs8,Trpv4,Ndufb9,Sdhd,Ndufs4,Surf1,Ndufb8,Ndufv2,Ndufb7,Park7,Mrps36,Ppif,Atp5o,Ndufs2,Cycs,Uqcrc2,Uqcrc1,Cox10,Atp5a1,Ndufs7,Ndufa10,Ndufb5,Ndufb10,Atp5d,Bid,Mtfr1,Chchd2,Cyc1,Atp5h,Stoml2,Coq9,Cox4i1,Idh3b,Ndufv1,Ndufab1,Sirt3,Dnajc15,Uqcrfs1,Sdhb,Sdha,Ndufa7,Uqcrh,Cs,Rhoa,Ndufb4,Idh3a",NA
"56","GOBP_AGING",1,1,0,-0.231780948788221,-0.636224424327602,253,"Wnt1,Pax2,Rnf165,Pitx3,Mapk10,Slc6a3,Tert,Slc30a10,Lrrk2,Kl,Foxm1,Tgfb3,Bglap2,Npy5r,Grm5,Ntrk1,Kir3dl2,Bglap,Mme,Krt25,Pla2r1,Serpinf1,Penk,Th,Vcam1,Foxo4,Amh,Ptgs2,Twist1,Timp1,Lep,Akt3,Vash1,Nek4,Comp,Prdm2,Chek2,Cdkn2a,Rbl1,Col4a2,Apaf1,Foxo3,Adm,Mapk8,Nqo1,Cdkn1b,Serpine1,Sirt1,Map3k3,Mmp2,Pdgfrb,Pnpt1,Plk2",0
"57","GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS",1,1,0.0014426950408889,-0.179955241009233,-0.483960849059512,124,"Abcg4,Npc1l1,Moxd2,Ip6k3,Bmp6,Dbh,Sphk1,Dgkq,Cyp7a1,Sec14l2",0
"58","GOBP_ALCOHOL_CATABOLIC_PROCESS",0.97004132231405,1,0.0117231586093378,-0.244504816755108,-0.618326637430433,42,"Mtmr7,Sult2a5,Akr1d1,Cyp7a1,Akr1c18,Mtmr2,Cyp39a1,Synj2,Gk5,Ocrl,Inpp5j,Inpp5b,Impa1,Inpp5a,Mt3",0
"59","GOBP_ALCOHOL_METABOLIC_PROCESS",1,1,0,-0.16386273389667,-0.45075509189162,305,"Abcg4,Npc1l1,Moxd2,Ip6k3,Bmp6,Cubn,Ugt1a5,Abca1,Mtmr7,Dhrs9,Plb1,Dbh,Sult2a5,Sdr16c5,Apol8,Akr1d1,Sphk1,Dgkq,Lrat,Cyp7a1,Il4,Sec14l2,Tktl1,Rdh12,Gnb3,Akr1c18,Serpina12,Idi2,Lepr,Bmp5,Igf1,Rpe65,Nudt11,Lep,Ugt1a2,Itpkc,Cyp27b1,Cyp2r1,Aldh1a2,Cyp11a1,Mtmr2,Wnt4,Nudt10,Sgpp1,Cyp39a1,Abca5,Plcb1,Slc5a3,Rdh5",0
"60","GOBP_ALDITOL_METABOLIC_PROCESS",0.946368715083799,1,0.0194541744944906,-0.260675442212055,-0.588908399260888,17,"Lep,Gk5,Angptl3,Mogat2,Mogat1,Dgat2,Gpd2,Pla2g4a",0
"61","GOBP_ALPHA_AMINO_ACID_CATABOLIC_PROCESS",0.966834170854271,1,0.00918593980608508,-0.248997773030639,-0.658117240164425,80,"Agxt2,Slc25a21,Nos1,Ido1,Tat,Sds,Ido2,Tdh,Acmsd,Sardh,Gad2,Mtrr,Aldh8a1,Dao,Hmgcll1,Otc",0
"62","GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS",0.989010989010989,1,0.00480899561354898,-0.264736138238026,-0.717324172851333,174,"Bhmt2,Rimklb,Agxt2,Rimkla,Baat,Slc25a21,Nos1,Dct,Cps1,Ido1,Tyr,Mtr,Atcay,Ggt1,Amdhd1,Tat,Sds,Agmat,Ido2,Tdh,Acmsd,Th,Sardh,Art4,Gad2,Mtrr",0
"63","GOBP_ALPHA_BETA_T_CELL_ACTIVATION",0.869,1,0.0177814832001704,-0.308148702553347,-0.826341074381248,118,"Il21,Il2,Psmb11,Wdfy4,Il27,Il12rb1,Gli3,Il23a,Zbtb16,Prdm1,Foxp3,Il4,Crtam,Ebi3,Nfkbid,Ccr2,Myb,Hsph1,Slamf6,Ptpn22,Tnfsf8,Irf4,Gpr18,Pla2g2d,Mapk8ip1,Gpr183,Rc3h2,Ptger4,Tnfsf4,Il6,Cd274,Malt1,Cd160,Eomes,Atf2,Twsg1,Cbfb,Ap3b1,Cd55,Rc3h1",0
