"","pathway","pval","padj","log2err","ES","NES","size","topGenes","log10FDR"
"12","GOBP_ACTIN_FILAMENT_BASED_MOVEMENT",0.0235807800436801,0.191885358487309,0.352487857583619,-0.433382521254845,-1.25745299021327,125,"Ryr2,Myh3,Gja1,Scn5a,Myh4,Cacna1c,Myh2,Ctnna3,Myh8,Myh7,Gata4,Ank2,Myo15,Acta2,Scn1a,Rnf207,Kcnh2,Cacnb2,Myo1h,Kcne2,Limch1,Mybpc3,Kcnj8,Atp1a2,Kcne1,Kcnj5,Sgcd,Cacna2d1,Pde4b,Sun2,Myo5a,Myo1f,Myh6,Kcnn2,Hcn4,Myh10,Cacna1g,Mylk2,Scn4b,Kcnj3,Scn3b,Frmd6,Kcnj2",0.716958162162698
"13","GOBP_ACTIN_FILAMENT_BASED_TRANSPORT",0.405982905982906,1,0.0583452776743612,-0.420413674305202,-1.05876607191094,21,"Myo15,Myo1h,Sun2,Myo5a,Myo1f,Myo1e,Myo5c,Fnbp1l,Syne2,Myo7b,Myo19",0
"14","GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION",0.918081918081918,1,0.013628036219219,-0.278400642242539,-0.813636509967634,151,"Shank1,Tacr1,Rhpn1,Espnl,Asap3,Limch1,Add2,Ttc8,Limk1,Arhgap28,Fam107a,Eln,Ppm1e,Fmn2,Ccdc88a,Spire1,Dlc1,Phldb2,Rapgef3,Ptger4,Shroom1,Fscn3,Dpysl3,Srf,Met,Phactr1,Tjp1,Aif1l,Synpo,Sorbs1,Ptk2b,Shroom2,Tmeff2,Arhgef5,Itgb5,Synpo2,Tgfb3,Epha1,Shank3,Rhpn2,Smad3,Rdx,Fermt2,S1pr1,Rock2,Arhgap6,Arhgef18,Fhdc1,Eps8,Ppfia1,Wnt4,Nedd9,Frmd7,Fhod1,Clasp2,Pls3,Src,Baiap2l1,Pfn2,Lcp1,Pxn,Arap1,Tsc1,Baiap2,Evl,Clasp1,Cul3,Lima1,Ezr,Pik3r1,Rhod",0
"15","GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION",0.762865792129163,1,0.0259735747969448,-0.311192747293273,-0.855211877961327,46,"Avil,Tmod4,Lmod3,Tmod2,Capza3,Add2,Tmod1,Lmod1,Vill",0
"16","GOBP_ACTIN_FILAMENT_ORGANIZATION",0.985014985014985,1,0.00562708211299112,-0.264496598823578,-0.791362779138633,395,"Avil,Shank1,Ctnna3,Tmod4,Neb,Tacr1,Rhpn1,Espnl,Myo15,Arhgap40,Ghsr,Nphs1,Asap3,Kank4,Wasf3,Myo1h,Wasf1,Ttn,Lmod3,Daam2,Limch1,Tmod2,Fhod3,Capza3,Pstpip1,Ctnna2,Add2,Ttc8,Samd14,Limk1,Pfn4,Arhgap28,Kirrel,Fam107a,Eln,Ppm1e,Fmn2,Ccdc88a,Spire1,Shroom4,Dlc1,Phldb2,Cass4,Ccl26,Rapgef3,Ermn,Alox15,Nck2,Hip1,Ptger4,Enah,Shroom1,Nlrp5,Cxcl12,Rgs4,Tmod1,Nebl,Myo5a,Myo1f,Lmod1,Fscn3,Xirp2,Dpysl3,Tpm2,Cdc42ep3,Vill,Pak3,Rnd1,Srf,Elmo1,Met,Phactr1,Coro6,Tjp1,Ghrl,Gas2l2,Aif1l,Rhobtb1,Fchsd2,Synpo,Gas2l3,Ccr7,Sh3kbp1,Sorbs1,Ptk2b,Rnd3,Jak2,Shroom2,Tnnt2,Hck,Tmeff2,Arhgef5,Fmn1,Arhgap12,Fchsd1,Arhgef2,Hmcn1,Kank3,Itgb5,Pstpip2,Myo1e,Mical2,Synpo2,Tgfb3,Rhoh,Myo5c,Ooep,Prox1,Tmsb15a,Slit2,Epha1,Pof1b,Shank3,Rhpn2,Dbn1,Smad3,Rdx,Cyfip2,F2rl1,Fermt2,Pacsin1,S1pr1,Gsn,Plekhg2,Arhgap17,Svil,Rock2,Arhgap6,Rhof,Prkcd,Arhgef18,Ssh2,Fhdc1,Eps8,Myo7b,Ppfia1,Wnt4,Nedd9,Frmd7,Fhod1,Dlg1,Cdc42ep4,Lats1,Cobl,Clasp2,Myo19,Pls3,Rhob,Fat1,Nckap1,Gm14137,Src,Rufy3,Baiap2l1,Cyfip1,Mical3,Pik3ca,Abi2,Flii,Pfn2,Lcp1,Pxn,Arap1,Arfgef1,Tsc1",0
"17","GOBP_ACTIN_FILAMENT_POLYMERIZATION",0.961038961038961,1,0.00918593980608508,-0.256936958450828,-0.748309918498788,140,"Avil,Tmod4,Arhgap40,Nphs1,Kank4,Wasf3,Wasf1,Lmod3,Daam2,Tmod2,Fhod3,Capza3,Pstpip1,Add2,Pfn4,Arhgap28,Kirrel,Fam107a,Eln,Spire1,Ccl26,Alox15,Nck2,Tmod1,Lmod1,Cdc42ep3,Vill,Pak3",0
"18","GOBP_ACTIN_FILAMENT_SEVERING",0.71523178807947,1,0.0336769978828608,-0.354382292007648,-0.846139382804783,16,"Avil,Vill,Fmnl1,Srgap2,Gsn,Svil,Myh9,Flii,Scin",0
"19","GOBP_ACTIN_MEDIATED_CELL_CONTRACTION",0.00420566926668586,0.0573183697910591,0.407017918923954,-0.488979894530655,-1.40586556356994,95,"Ryr2,Myh3,Gja1,Scn5a,Myh4,Cacna1c,Myh2,Ctnna3,Myh8,Myh7,Gata4,Ank2,Acta2,Scn1a,Rnf207,Kcnh2,Cacnb2,Kcne2,Limch1,Mybpc3,Kcnj8,Atp1a2,Kcne1,Kcnj5,Sgcd,Cacna2d1,Pde4b",1.24170616999862
"20","GOBP_ACTIN_MYOSIN_FILAMENT_SLIDING",0.00321955996364745,0.0473659103261113,0.431707695803346,-0.680085602784262,-1.61333005468372,15,"Myh3,Myh4,Myh2,Myh8,Myh7,Mybpc3",1.32453411156669
"21","GOBP_ACTIN_NUCLEATION",0.972782258064516,1,0.00881182919930239,-0.215031140780428,-0.589258532198057,44,"Wasf3,Wasf1,Lmod3,Ctnna2,Spire1,Lmod1",0
"22","GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION",0.984015984015984,1,0.00581457622839549,-0.240570025024912,-0.705572172705899,166,"Avil,Tmod4,Arhgap40,Ghsr,Nphs1,Kank4,Wasf3,Wasf1,Lmod3,Daam2,Tmod2,Fhod3,Capza3,Pstpip1,Add2,Pfn4,Arhgap28,Kirrel,Fam107a,Eln,Spire1,Ccl26,Alox15,Nck2,Enah,Cxcl12,Tmod1,Lmod1,Cdc42ep3,Vill,Pak3,Ghrl,Fchsd2,Ccr7,Ptk2b,Jak2,Hck,Fmn1,Fchsd1,Kank3,Pstpip2,Mical2,Tmsb15a,Slit2,Dbn1,Rdx,Cyfip2,F2rl1,Gsn,Plekhg2,Svil,Arhgap6,Prkcd,Ssh2,Eps8,Dlg1,Cdc42ep4,Lats1,Cobl,Nckap1,Gm14137,Baiap2l1,Cyfip1,Mical3,Pik3ca,Abi2,Flii,Pfn2,Arfgef1,Baiap2,Scin",0
"23","GOBP_ACTION_POTENTIAL",0.000412401665039535,0.0109065511772063,0.49849310876659,-0.484408119361294,-1.40827667189506,135,"Ryr2,Kcnh7,Scn10a,Gja1,Scn8a,Scn5a,Cacna1c,Ctnna3,Akap6,Scn3a,Tacr1,Kcna2,Ank2,Scn1a,Ntsr1,Cacna1i,Scn11a,Cacna1h,Kcnh6,Rnf207,Kcnh2,Cacnb2,Kcnc2,Kcnmb2,Kcne2,P2rx3,Slc4a3,Kcnj8,Atp1a2,Kcne1,Kcnj5,Cldn19,Slc8a2,Kcna1,Kcnd2,Cacna2d1,Kcnb1,Scn9a,Scn7a,Adra1a,Nrcam,Cnr1,Grik2,Kcnn2,Hcn4,Cnr2,P2rx1,Cacna1g,Scn4b,Nps,Tbx18,Kcnj3,Gna14,Kcnab2,Scn3b,Kcnj2,Cd36",1.9623125584399
"24","GOBP_ACTIVATED_T_CELL_PROLIFERATION",0.566801619433198,1,0.0404934829859503,-0.357884461362512,-0.976632748131923,42,"Il12rb1,Il12b,Icosl,Slamf1,Crtam,Il2,Epo,Btn2a2,Il2ra,Il27ra,Cadm1,Fyn,Ido1,Igf1,Cd274,Igfbp2,Il23r,Jak3,Casp3",0
"25","GOBP_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY",0.101147028154327,0.471065247473456,0.139599673451922,-0.495843692805867,-1.29692299595186,27,"Rxfp2,Drd5,Rxfp1,Calcr,Lhcgr,Tshr,Ednra,Glp1r,Acr,Crhr1,Adora3,Fshr,Adrb2,Gipr",0.326918934367643
"26","GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY",1,1,0.159646701919906,0.132677454946672,0.453721300346785,18,"Pycard,Bad,Cideb,Lgmn,Cycs,Fadd",0
"27","GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS",1,1,0.00250132493941571,-0.146747384531898,-0.418079708318661,73,"Khdc1a,Nlrp1a,Ngfr,Robo1,Khdc1b,Dlc1,Hip1,P2rx1,Pmaip1,S100a9,Jak2,F3,Slc1a1,Eif2ak3,Nlrc4",0
"28","GOBP_ACTIVATION_OF_GTPASE_ACTIVITY",0.673326673326673,1,0.0317812506835949,-0.323906357371798,-0.931986711715152,97,"Garnl3,Rasgrf1,Arhgap22,Syde2,Apc2,Tiam1,Foxj1,Tbc1d21,Tbck,Gmip,Ntrk3,Epha2,Tbc1d2,Bcr,Ccr7,Sipa1l3,Ptk2b,Usp6nl,Usp32,Cxcl13,Arhgef5,Crkl,Sipa1l2,Arhgef26,Rap1gap2,Tbc1d25,Epha1,Tbc1d30,Tbc1d8,Ralgapb,Rabgap1l,Rasgrp1,Sipa1,Tbc1d10b,Ralgapa1,Sipa1l1,Tbc1d8b,Nedd9,Ndel1,Tbc1d5,Rabgap1,Arhgef16,Tbc1d9,Ralgapa2,Bcas3,Arhgap42,Tsc1,Tbc1d10a,Coro1c,Arhgap29,Slc27a4,Dock7,Arhgap24,Arhgef19",0
"29","GOBP_ACTIVATION_OF_IMMUNE_RESPONSE",1,1,0,-0.183534293474151,-0.545485079033609,261,"Btn1a1,Masp2,A2m,Colec10,Txk,C1rb,Icosl,Nfatc2,Nod2,Pik3cd,Btnl10,Prkch,Ptpn22,Limk1,Ermap,Pde4b,Masp1,Ubash3a,Cr2,Btn2a2,Cd5l,Zcchc3,Nr4a3,Hc,Tnfrsf21,Klrc3,Bmx,Mog,Cd22,Pak3,Mfap4,Fyn,Card11,Blk,Vav2,Klrk1,Malt1,Tbk1,Syk,Tlr4,Cd28,Themis,Cd19,Cd226,Ep300,Fgr,Tec,C3ar1,Lime1,Ccr7,Cd276,Appl2,Clec7a,Hck,Crkl,Nlrc4,Plekha1,Plcg1,Klrc2,C6,Mbl2,Fpr1,Igll1,Rabgef1,Prkd2,Ifi204,Fcnb,C7,C8b,Vtcn1,Inpp5d,Rc3h2",0
"30","GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE",0.989969909729188,1,0.0054335217582325,-0.197306388407926,-0.546861081681093,52,"Zcchc3,Klrc3,Pak3,Fyn,Klrk1,Tbk1,Syk,Tlr4,Ep300,Clec7a,Hck,Nlrc4,Klrc2,Mbl2,Ifi204,Fcnb,Lilra6,Hexim1,Map3k7,Crebbp,Znfx1",0
"31","GOBP_ACTIVATION_OF_JANUS_KINASE_ACTIVITY",0.343434343434343,0.979508288217894,0.245041785430996,0.322739766868852,1.07122337710646,15,"Ccl5,Agt,Pibf1",0.00899188482282615
"32","GOBP_ACTIVATION_OF_NF_KAPPAB_INDUCING_KINASE_ACTIVITY",0.762693156732892,1,0.0305608138615649,-0.341204979902638,-0.814676629210653,16,"Mas1,Malt1,Tlr6,Card10,Tirap,Tlr3,Map3k7,Card14,Traf6,Zfp91,Tnfsf15,Tnfrsf10b",0
"33","GOBP_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY",0.0123379578985102,0.124021599418734,0.380730400722792,-0.559421208214319,-1.47480629502036,29,"Lpar2,Sele,Txk,Htr2b,Avpr1b,Ednra,Adcyap1r1,Htr2a,Plcb2,Adra1a",0.906502672164591
"34","GOBP_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY",0.998001998001998,1,0.00204130030921835,-0.200154337274399,-0.581980405103844,133,"Chrna3,Gprc5d,Egf,Mas1,Drd2,Adcy8,Lep,Il12b,Cdk5r2,Ccdc88a,Agap2,Pilrb2,Epo,Il6ra,Nrg3,Kif14,Ntrk3,Il4,Malt1,Tlr6,Pdgfb,Igf1,Itgb3,Dgkq,Vegfa,Ghr,Ptk2b,Jak2,Adrb2,Slc1a1,Card10,Spdya,Ins2,Osbpl8,Gprc5c,Tirap,Il23r,Mob1b,Taok2,Tlr3,Daxx,Fgf1,Rptor,Prkcd,Tal1,Wnk1,Map3k7,Dlg1,Gprc5a,Socs1,Angpt4,Pdgfc,Card14,Src,Pik3ca,Insr,Mob1a,Cdk5r1,Adnp,Stk11,Madd,Pdpk1,Slc11a1",0
"35","GOBP_ACTIVATION_OF_PROTEIN_KINASE_B_ACTIVITY",0.997920997920998,1,0.00942834302346016,-0.166197532717267,-0.436391773463922,28,"Ccdc88a,Ntrk3,Pdgfb,Igf1,Slc1a1,Ins2,Osbpl8",0
"36","GOBP_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY",0.75530839231547,1,0.0266052822097738,-0.313716293133229,-0.858618945858118,43,"Igsf1,Dmrt1,Magi2,Gdf2,Cfc1,Tdgf1,Fgf10,Lemd3,Bmpr2",0
"37","GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION",0.634365634365634,1,0.0346410167413251,-0.330274778766731,-0.970361040948011,179,"Myh3,Frmd3,Obscn,Mypn,Tmod4,Myom2,Neb,Tacr1,Rhpn1,Myh11,Asap3,Capn3,Casq1,Obsl1,Ttn,Lmod3,Limch1,Tmod2,Fhod3,Ttc8,Limk1,Arhgap28,Myoz2,Eln,Ppm1e,Ccdc88a,Myl9,Dlc1,Phldb2,Ankrd1,Rapgef3,Ptger4,Tmod1,Nebl,Myh6,Lmod1,Mylk3,Myh10,Pdgfra,Srf,Met,Phactr1,Tjp1,Frmd6,Sorbs1,Ptk2b,Tnnt2,Tmeff2,Arhgef5,Pgm5,Itgb5,Cdc42bpa,Cnn1,Tgfb3,Myoz1,Edn1,Prox1,Epha1,Rhpn2,Smad3,Akap13,Myo18a,Bmp10,Tnnt3,Fermt2,S1pr1,Myh9,Rock2,Flnc,Arhgap6,Tnnt1,Arhgef18,Fhdc1,Ppfia1,Wnt4,Frmd7,Fhod1,Trpm7,Clasp2,Mef2a",0
"38","GOBP_ACUTE_INFLAMMATORY_RESPONSE",0.995004995004995,1,0.00323243877654383,-0.213806356998915,-0.617674033211844,111,"A2m,Tacr1,Klkb1,Nlrp3,Mrgprb1,Zp3,Il6st,Serpina3c,Npy5r,Il31ra,Cd163,Pla2g2d,Epo,Osmr,Vcam1,Il6ra,Cnr1,Elane,Mylk3,Il1a,Kl,Pik3cg,Ptges,Il4,Fcgr1,F8,Ccr7,Ffar3,Ext1,F3,Ins2,Tfr2,Fn1,Tnfsf11,Mbl2",0
"39","GOBP_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS",0.129883843717001,0.54185344378839,0.122107920287081,-0.495971556786082,-1.26788164042056,22,"A2m,Zp3,Npy5r,Il31ra,Pla2g2d,Cnr1,Elane,Fcgr1,Ccr7,Ext1",0.266118162097761
"40","GOBP_ACUTE_PHASE_RESPONSE",NA,NA,NA,0.308832900746251,NA,50,"Serpina1e,Hp,Ahsg,Ass1,Serpina3k,F2,Serpina1b,Orm1,Serpinf2,Il1b",NA
"41","GOBP_ACYLGLYCEROL_HOMEOSTASIS",0.0949030857137912,0.455749324513971,0.287805130535564,0.275640389505047,1.14546692786244,35,"Apoa1,Fundc2,Apoe,Apoc4,Apoa5,Gpihbp1,Pla2g12b,Apoc3",0.341273966359376
"42","GOBP_ADAPTATION_OF_SIGNALING_PATHWAY",0.162393162393162,0.624686424686425,0.107972360317345,-0.496811480682578,-1.24246681113797,20,"Rs1,Grm5,Htr2b,Drd2,Sag,Drd3",0.204337931780625
"43","GOBP_ADAPTIVE_IMMUNE_RESPONSE",1,1,0,-0.182424229704512,-0.545331947713639,360,"Il1rl1,Masp2,Slc22a13,Aicda,Txk,Nlrp3,Il12rb1,C1rb,Tnfsf18,Cd209b,Zp3,Csf2rb2,Il12b,Icosl,Nod2,Pik3cd,Il6st,Ifnk,Adcy7,Slamf1,Crtam,Il2,Dusp10,Rapgef3,Cr2,Alox15,Rag1,Il6ra,Hc,Tnfrsf21,Pag1,Prdm1,Arid5a,Ifna2,Klrc3,Foxj1,Ifna5,Bcl6,Bmx,Gpr183,Il27ra,Bach2,Cadm1,Pik3cg,Il9,Il17f,Tnfaip3,Fyn,Ifna6,Klrk1,Il4,Malt1,Syk,Fcer2a,Tlr4,Zbtb1,Pvr,Cd28,Themis,Cd19,Fcgr1,Cd226,Cd70,Il7r,Tec,Lime1,Cd274,Ptk2b,Jak2,Camk4,Jam3,Clec7a,Cxcl13,Rab27a,Stat6,Klrc2,Clec4g,C6,Mbl2,Il23r,Ly9,Mr1,Lamp3,Ifna14,Igll1,Erap1,Rap1gap2,Prkd2,Tfe3,Jak3,C7,C8b,Vtcn1,Inpp5d,Nlrp10,Rc3h2,Rnf19b,Cx3cr1,Lig4,Trp53bp1,Lilra6,Il18r1,Aire,Rorc,Gm8909,Tap2,Dennd1b,Tgfb1,Il13ra2,Slamf7,Slamf6",0
"44","GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS",1,1,0,-0.147613563899909,-0.438313054471763,245,"Il1rl1,Masp2,Slc22a13,Aicda,Nlrp3,Il12rb1,C1rb,Zp3,Csf2rb2,Il12b,Nod2,Slamf1,Crtam,Il2,Cr2,Il6ra,Hc,Arid5a,Ifna2,Foxj1,Ifna5,Bcl6,Il27ra,Bach2,Cadm1,Il9,Tnfaip3,Ifna6,Il4,Malt1,Fcer2a,Tlr4,Zbtb1,Pvr,Cd28,Cd19,Fcgr1,Cd226,Cd70,Il7r,Cd274,Clec7a,Cxcl13,Rab27a,Stat6,Clec4g,C6,Mbl2,Il23r,Ly9,Mr1,Ifna14,Igll1,Jak3,C7,C8b,Inpp5d,Nlrp10,Rc3h2,Lig4,Trp53bp1,Il18r1,Aire,Rorc,Gm8909",0
"45","GOBP_ADAPTIVE_THERMOGENESIS",0.805194805194805,1,0.0224414263839237,-0.306642078279265,-0.896939330667346,155,"Trpm8,Gja1,Wnt10b,Dbh,Lep,Lepr,Sctr,Ucp3,Tshr,Oxt,Grb10,Mc4r,Phox2b,Dio2,Hoxc10,Zfp516,Pth2r,Gpr3,Cxcr4,Hcrt,Gatm,Il4,Syk,Tlr4,Ghrl,Nova1,Alpl,Vegfa,Plcl1,Arrdc3,Ip6k1,Cd36,Trpv2,Jak2,Appl2,Adrb2,Kdm3a,Oxtr,Actn3,Ppargc1a,Bmp8a,Stat6,Ybx2,Tfe3,Rb1,Adrb3,Il18r1,Thada,Nova2,Arntl,Apc,Esrrg,Npr3,Cav1,Sct,Flcn,Lnpep,Ksr2,Irf4,Plcl2,Epas1,Adipor2,Pdgfc,Ccr2,Per2,Sorl1,Kdm1a,Mfn2,Acot11,Stk11,Dock7,Nr1d1,Scd1",0
"46","GOBP_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY",0.0696937697993664,0.379007857060692,0.172324344900946,-0.533174772386987,-1.36566869616109,23,"Drd5,Drd2,Chga,Drd3,Pde4b,Adra1b,Adra1a,Atp2b4,Adra1d,Rapgef2,Gpr101,Arrdc3,Adrb2,Pln,Adrb3,Akap13",0.421351786752949
"47","GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",0.000439742942360323,0.0114928111347465,0.49849310876659,-0.48981958229467,-1.42120429000703,125,"Gcg,Gip,Htr5a,Lpar3,Lpar2,Rxfp2,Drd5,Gpr161,Oprl1,S1pr2,Drd2,Adcy1,Rxfp1,Chga,Adcy8,Calcr,Lhcgr,Adcy2,Tshr,Drd3,S1pr5,Glp1r,Mc4r,Mc3r,Mc5r,Pde4b,Adcy7,Mc2r,Cxcl11,Cxcl9,Adra1b,Adra1a,Gpr12,Atp2b4,Galr1,Ptger4,Gpr3,Crhr1,Gpr26,Abca1,Adm2,Gnal,Ucn2,Cnr1,Cnr2,Ghrh,Gpr4,Mc1r,Galr2,Tcp11,Adra1d,Aplp1,Rapgef2,Gpr101,Fshr,Arrdc3,Adcy5,Adrb2,Cxcl10,Gipr,Gphb5",1.93957373014676
"48","GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",0.00122782803565365,0.0243537498321839,0.45505986738723,-0.525612365626105,-1.49546229741405,72,"Htr5a,Oprk1,Drd4,Gpr176,Grm4,Grm1,Htr1d,Oprl1,Grm5,Grm7,Drd2,Chrm5,Casr,Chrm3,Gabbr2,Grm6,Drd3,Ednra,Mtnr1a,Grm8,Grm2,Chrm4,Hrh3,Gpr37,Grik3,Psapl1,Gnat1",1.61343415945782
"49","GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",8.81310753506618e-07,0.000105828748049457,0.659444398037935,-0.502426920462348,-1.48434321889755,209,"Gcg,Gip,Htr5a,Oprk1,Glp2r,Lpar3,Drd4,Gpr176,Grm4,Ccr3,Lpar2,Rxfp2,Grm1,Htr1d,Drd5,Gpr161,Oprl1,Grm5,Grm7,S1pr2,Drd2,Adcy1,Rxfp1,Chga,Chrm5,Gnat3,Casr,Adcy8,Calcr,Lhcgr,Crhr2,Chrm3,Sctr,Avpr1b,Gabbr2,Adcy2,Grm6,Tshr,Drd3,Ednra,S1pr5,Mtnr1a,Glp1r,Grm8,Adcyap1r1,Mc4r,Grm2,Chrm4,Hrh3,Mc3r,Mc5r,Pde4b,Adcy7,Mc2r,Gpr37,Pth2r,Cxcl11,Grik3,Cxcl9,Adra1b,Adra1a,Gpr12,Atp2b4,Galr1,Ptger4,Gpr3,Crhr1,Psapl1,Gnat1,Gpr26,Abca1,Adm2,Gnal,Grk5,Ucn2,Cnr1,Cnr2,Ghrh,Gabbr1,Htr1f,Gpr4,Mc1r,Marco,Galr2,Tcp11,Adra1d,Aplp1,Prkacb,Rapgef2,Gpr101,Gna14,Gnaz,Fshr,Arrdc3,Ffar3,Adcy5,Adrb2,Cxcl10,Gnao1,Rims2,Gipr,Gphb5,Palm,Mchr1,Pln,Fpr1,Adcy4,Iapp,Edn1,Grm3,Hrh4,Gsk3a,Adm,Adrb3,P2ry12,Oprd1",3.97539634153222
"50","GOBP_ADHERENS_JUNCTION_ORGANIZATION",0.131658291457286,0.543404810899896,0.11776578836269,-0.440098330350009,-1.21435392932725,49,"Cdh20,Cdh18,Cdh12,Cdh22,Cdh11,Cdh19,Cdh8,Cdh24,Dchs1,Cdh9,Cdhr3,Cdh7,Cdh10,Tjp1,Vegfa,Jam3,Bmp6,Plekha7,Rdx,Camsap3,Fermt2,Ptpn23,Dsp,Vcl,Dlg5,Efnb2,Smad7,Src",0.264876520982484
"51","GOBP_ADIPOSE_TISSUE_DEVELOPMENT",0.832317073170732,1,0.0215076161724576,-0.292518138503233,-0.795597400307967,41,"Umodl1,Casr,Lep,Zfp516,Ghrl,Arrdc3,Slc25a25,Pou4f2,Ppargc1a,Spg20,Rorc,Sox8,Tbl1xr1,Pgrmc2,Sirt1,Dgat2,Paxip1,Pik3ca,Sorl1,Atf2,Oxct1",0
