"","pathway","pval","padj","log2err","ES","NES","size","topGenes","log10FDR"
"20","GOBP_ACTIN_MYOSIN_FILAMENT_SLIDING",0.0507726269315673,0.422653050907436,0.208955027549354,-0.64247034505067,-1.36469536728064,16,"Myh8,Myh4,Myh3,Myh2,Mybpc3,Mylk2,Myh7",0.374015991736284
"21","GOBP_ACTIN_NUCLEATION",0.848399312917849,1,NA,0.205059323967537,0.796635731960956,44,"Coro1a,Was,Gmfg,Arpc3,Lmod2,Arpc1b,Arpc5l,Arpc4,Arfip2",0
"22","GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION",0.997,1,0.00288973010331959,-0.2650409637118,-0.674189419964564,166,"Nphs1,Lmod3,Pfn4,Add2,Enah,Ghsr,Tmod4,Kank4,Tmod2,Wasf3,Fhod3,Kirrel,Fam107a,Arhgap40,Capza3,Lmod1,Csf3,Eln,Arhgap28",0
"23","GOBP_ACTION_POTENTIAL",0.0118819095046591,0.197674922326763,0.380730400722792,-0.494972620574541,-1.2515471246337,135,"Scn10a,Ryr2,Kcnh7,Tacr1,Scn3a,Kcna2,Ctnna3,Ank2,Slc8a2,Atp1a2,Rnf207,Scn5a,Akap6,Scn8a,Kcna1,Slc4a3,Scn9a,Kcnj5,Scn4a,Cacna1g,Scn3b,Scn1a,Kcne1,Hcn4,Nps,Cacna1i,Kcnj3,Grik2,Chrna4,Gjc1,Tbx18,Kcna5,Kcnab2,Kcnd2,Scn4b,Kcne4,Cnr1,Gja1,Kcnj8,Gja5,Kcnc2,Adra1a,Scn11a,Cacna2d1,Kcnmb4",0.704048423179582
"24","GOBP_ACTIVATED_T_CELL_PROLIFERATION",0.866462793068298,1,0.0192297089064582,-0.332251134809265,-0.786584625580771,42,"Il2,Btn2a2,Slamf1,Il12rb1,Crtam,Ido1,Il2ra,Il27ra,Cd274,Il12b,Il23r,Epo,Icosl,Igfbp2,Jak3",0
"25","GOBP_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY",0.0355276907001045,0.355439878059302,0.245041785430996,-0.596112301958339,-1.35465023948005,28,"Drd5,Rxfp1,Calcr,Lhcgr,Tshr,Crhr1,Glp1r,Adora3,Rxfp2,Acr,Fshr",0.449233848760493
"26","GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY",0.51219512195122,1,0.219250346703755,0.301066927276489,0.972621456577218,19,"Ifi205,Cideb,Bad,Lgmn,Pycard",0
"27","GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS",1,1,0.00250132493941571,-0.192020372037377,-0.474330769950154,73,"Ngfr,Robo1,Khdc1a,Nlrp1a,Khdc1b,Dlc1,Khdc1c,Bcl2l10,F2r,Nlrp12,Acer2,Pmaip1,Tnfsf15,Jak2,Slc22a2,Hip1",0
"28","GOBP_ACTIVATION_OF_GTPASE_ACTIVITY",1,1,0.00204130030921835,-0.180650225436548,-0.451614471074693,97,"Rasgrf1,Ntrk3,Tbc1d21,Apc2,Rasgrp1,Epha2,Arhgef15,Arhgap22,Garnl3,Tbc1d9,Ccr7,Sipa1,Tbc1d2,Syde2,Tbc1d1,Ptk2b,Gpr65,Gmip,Arhgef5,Ngef,Tiam1,Nedd9,Tbc1d30,Tbck,Sipa1l3,Ect2,Epha1,Ralgapa2,Rabgap1,Rabgap1l,Crkl,Ralgapb,Arhgef19,Arhgap29,Slc27a4,Tbc1d5,Usp32,Arhgap42,Sipa1l1,Usp6nl,Tbc1d25,Rap1gap2,Tbc1d8b,Rundc1,Tbc1d10b,Arhgap25",0
"29","GOBP_ACTIVATION_OF_IMMUNE_RESPONSE",NA,NA,NA,0.278603588284779,NA,267,"Sh2d1a,Thy1,Klhl6,Tespa1,Laptm5,Stap1,Cd79a,Blk,Cd300a,Cd79b,C1qc,Cd8a,Lilra6,Skap1,Cd8b1,Vsig4,Ms4a1,Gata3,Fcer1g,Cd19,C1qb,C3,Ifi205,Il1b,Serping1,C1qa,Cmtm3,C4b,Inpp5d,Ptpn6,Ffar2,Mef2c,Colec11,Vav1,Bank1,Cfh,Fyb,Rftn1,Pde4b,Cfp,Cd160,C1rl,Tyrobp,Phpt1,Myo1g,Clu",NA
"30","GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE",0.996975806451613,1,0.00502537209391229,-0.212200046642678,-0.512991671995906,55,"Clec7a,Zcchc3,Mbl2,Klrc3,Klrk1,Fcnb,Pak3,Klrc2,Ifi204,Tbk1,Mndal,Tlr4,Syk,Nlrc4,Ep300,Map3k7,Hexim1,Lyn,Sin3a,Clec4n,Prkdc,Sfpq,Ikbkb,Traf6,Znfx1,Rbm14",0
"31","GOBP_ACTIVATION_OF_JANUS_KINASE_ACTIVITY",0.123685281879956,0.653861912518613,0.287805130535564,0.429588787912451,1.2840853495953,15,"Ccl5,Cd300a,Pibf1",0.184513959570634
"32","GOBP_ACTIVATION_OF_NF_KAPPAB_INDUCING_KINASE_ACTIVITY",0.746136865342163,1,0.031636972118622,-0.396366090871578,-0.841936086430446,16,"Mas1,Malt1,Tlr6,Tnfsf15,Tnfrsf10b,Tlr3,Map3k7,Card10,Card14,Traf6,Zfp91,Tirap",0
"33","GOBP_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY",0.806652806652807,1,0.024567800621605,-0.358549821109134,-0.820950995439787,30,"Adcyap1r1,Sele,Plcb2,Htr2a,Pth,Gpr55,Avpr1b",0
"34","GOBP_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY",NA,NA,NA,0.194257431388257,NA,133,"Grem1,Angpt1,Efna5,Ccl5,Cd300a,Ntf3,Tal1,Cd86,Pibf1,Pdgfb",NA
"35","GOBP_ACTIVATION_OF_PROTEIN_KINASE_B_ACTIVITY",0.963427377220481,1,0.0133546284394486,-0.257157219203059,-0.584383324137126,28,"Ntrk3,Nrg1,Adra2b,Adra2c",0
"36","GOBP_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY",0.561740890688259,1,0.0409055783172035,-0.416454769235021,-0.989593738897168,43,"Cfc1,Igsf1,Cer1,Fgf10,Dmrt1,Gdf2,Gdf6,Magi2,Nodal",0
"37","GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION",0.912,1,0.0142522226913804,-0.329839788361244,-0.841272440035411,181,"Frmd3,Rhpn1,Tacr1,Lmod3,Myh11,Mypn,Six4,Myh3,Mylk3,Tmod4,Tmod2,Fhod3,Tgfb3,Myl9,Tnnt3,Obsl1,Ppm1e,Lmod1,Myom2,Myoz2,Eln,Cnn1,Arhgap28,Dlc1,Capn3,Casq1,Phactr1,Ttn,Flnc,Actn2,Neb,Pdgfra,Arhgef15,Ttc8,Tmeff2,Ankrd1,Myh6,Myoc,Nrp1,Anln,Nebl,Ptger4,Met,Alms1,Myoz1,Pgm5,Tmod1,Itgb5,Edn1,Tnnt2,Asap3,Sorbs1,Tjp1,Ptk2b,S1pr1,Bmp10,Gpr65,Frmd7,Cdc42bpa,Arhgef5,Limch1",0
"38","GOBP_ACUTE_INFLAMMATORY_RESPONSE",0.994,1,0.00382852089890286,-0.263089694594573,-0.661662906717305,113,"Tacr1,A2m,Apol8,Mylk3,Mrgprb1,Osmr,Npy5r,Zp3,Cd163,Serpina3c,Kl,Il4,Il31ra,Tnfsf11,Pla2g2d,Fcgr1,Il6,Mbl2,Tfr2,Mrgprb2,Ptgs2,Serpina3n,Cnr1,Il1a,Ednrb,Itih4",0
"39","GOBP_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS",0.705882352941177,1,0.0327971189467838,-0.391812356647953,-0.87114310702902,22,"A2m,Npy5r,Zp3,Il31ra,Pla2g2d,Fcgr1,Cnr1,Ccr7,Ext1,Oprm1",0
"40","GOBP_ACUTE_PHASE_RESPONSE",NA,NA,NA,0.303220086385024,NA,52,"Serpina1e,Ahsg,Hp,Serpina3k,Serpina1b,Orm1,Il1b,Ass1,Serpinf2",NA
"41","GOBP_ACYLGLYCEROL_HOMEOSTASIS",0.0153949932355171,0.218739284994546,0.380730400722792,0.367858723769047,1.41103983962816,35,"Apoa1,Apoa5,Apoa4,Apoe,Apoc3,Apoc4,Angptl3,Pla2g12b,Fundc2",0.660073211822065
"42","GOBP_ADAPTATION_OF_SIGNALING_PATHWAY",0.37108953613808,1,0.0630790410571939,-0.495297896042516,-1.08809721986958,20,"Rs1,Grm5,Drd2,Sag,Drd3,Htr1b",0
"43","GOBP_ADAPTIVE_IMMUNE_RESPONSE",NA,NA,NA,0.304848288679605,NA,366,"Spn,Batf,Fgb,Lat,Sh2d1a,Klhl6,Samsn1,Hpx,Siglecg,Il21r,Tnfrsf13b,Cd79a,Fga,Cd79b,Tnfrsf13c,C1qc,Xcl1,Cd8a,Lilra6,Skap1,Il9r,Cd8b1,Il4i1,Ebi3,Gata3,Cd7,Fcer1g,Cd19,C1qb,C3,Cxcl13,Il1b,Was,Arg1,Cd86,Serping1,C1qa,Sit1,C4b,P2rx7,Cd74,Inpp5d,Ptpn6,Fut7,Mef2c,Clec10a,Cd27,Prr7,Cx3cr1,Jam3,Fcgr4,Parp3,Rftn1,Cd160,Rap1gap,Cadm1,Lta,Loxl3,C1rl,Ctsh,Il18bp,Cd4,Tnfsf18,Azgp1,Lair1,Myo1g,Ercc1,Tnfsf13,Clu,Rab27a",NA
"44","GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS",NA,NA,NA,0.2629549761166,NA,249,"Spn,Batf,Klhl6,Hpx,Il21r,C1qc,Xcl1,Cd8a,Il9r,Il4i1,Ebi3,Gata3,Fcer1g,Cd19,C1qb,C3,Cxcl13,Il1b,Was,Arg1,Serping1,C1qa,C4b,P2rx7,Cd74,Inpp5d,Ptpn6,Fut7,Mef2c,Cd27,Fcgr4,Parp3,Rftn1,Cadm1,Lta,Loxl3,C1rl,Ctsh,Il18bp,Cd4,Azgp1,Myo1g,Ercc1,Tnfsf13,Clu,Rab27a,Tnfsf13b,Klrd1",NA
"45","GOBP_ADAPTIVE_THERMOGENESIS",0.942,1,0.0114177828322783,-0.31594296890796,-0.802862664561267,159,"Trpm8,Sctr,Dbh,Lep,Tshr,Dio2,Lepr,Phox2b,Grb10,Pth2r,Cxcr4,Hoxc10,Il4,Oxt,Alpl,Actn3,Plcl1,Cidea,Nova1,Wnt10b,Gja1,Oxtr,Mfap2,Il13,Hcrt,Gpr3,Fgf21,Il18r1,Adrb3,Kdm3a,Alms1,Adrb1,Foxc2,Adcyap1,Tlr4,Ucp3,Vegfa,Jak2,Syk,Esrrg,Trpv2,Zfp516,Sln,Lnpep,Ksr2,Ppargc1a,Stat6,Adrb2,Apc,Arntl,Bmp8a,Fabp4,Ccr2,Ip6k1,Nr1d1,Rb1,Scd1,Pdgfc",0
"46","GOBP_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY",0.108626198083067,0.608250932013272,0.135740943810425,-0.560852892878898,-1.26159571416563,24,"Drd5,Drd2,Chga,Adra1b,Drd3,Adra2b,Gpr101,Adra2c,Adra1d,Adra1a,Adrb3,Atp2b4,Adrb1,Pln",0.215917216934076
"47","GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",0.0205769026039674,0.257920830915247,0.352487857583619,-0.492459817546427,-1.24247258627363,128,"Gcg,Gip,Htr5a,Adcy7,Drd5,Gpr161,Lpar3,Rxfp1,Calcr,Lhcgr,Mc2r,Tshr,Oprl1,Adcy4,S1pr5,Drd2,Mc1r,Chga,Crhr1,Gng2,Glp1r,Adra1b,Mc5r,Galr1,Rxfp2,Pth,Adcy2,Adm2,Gpr4,Cxcl11,Drd3,Adra2b,Gpr26,Gpr12,Mc3r,Adcy1,Gphb5,Gpr101,Ghrh,Adra2c,Fshr,Cnr1,Ptger2,Adra1d,Adra1a,Gpr3,Ucn3,Aplp1,Abca1,Ptgir,Cnr2,Calca,Vip,Ptger4,Calcb,Adrb3,Atp2b4,Adcy8,Adrb1,Sstr4,Pln,Oprm1,Adcyap1",0.58851358075386
"48","GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",0.000812995354751404,0.0461382600093324,0.477270815362862,-0.579912333529033,-1.4314214729863,72,"Htr5a,Gabbr2,Oprk1,Grm4,Grm1,Grm5,Gpr176,Casr,Grm7,Grm6,Oprl1,Cort,Drd2,Gpr37,Htr1d,Chrm5,Marco,Hrh3,Chrm4,Hrh4,Drd3,Htr1b,Mtnr1a,Psapl1,Grm8,Grm3,Akap5,Insl3,Gnat1,Htr1f,Oprd1",1.33593878785121
"49","GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",0.000225592784374047,0.0223644483054453,0.518848077743792,-0.515745899238096,-1.3225733846438,212,"Gcg,Gip,Htr5a,Gabbr2,Oprk1,Grm4,Adcy7,Drd5,Gpr161,Grm1,Grm5,Lpar3,Gpr176,Sctr,Rxfp1,Ccr3,Calcr,Lhcgr,Mc2r,Crhr2,Tshr,Casr,Grm7,Adcyap1r1,Grm6,Oprl1,Adcy4,Cort,S1pr5,Drd2,Gnat3,Mc1r,Gpr37,Glp2r,Htr1d,Chrm5,Pth2r,Chga,Crhr1,Gng2,Glp1r,Adra1b,Mc5r,Galr1,Marco,Hrh3,Rxfp2,Pth,Adcy2,Adm2,Chrm4,Hrh4,Gpr4,Cxcl11,Drd3,Adra2b,Htr1b,Gpr26,Gpr12,Mc3r,Mtnr1a,Adcy1,Psapl1,Avpr1b,Gphb5,Grm8,Gpr101,Ghrh,Adra2c,Fshr,Grm3,Akap5,Cnr1,Insl3,Gnat1,Ptger2,Htr1f,Adra1d,Adra1a,Oprd1,Fpr1,Gpr3,Ucn3,Aplp1,Abca1,Ptgir,Cnr2,Drd4,Calca,Vip,Htr1a,Ptger4,Calcb,Adrb3,Atp2b4,Adcy8,Adrb1,Sstr4,Pln,Oprm1,Adcyap1",1.6504418106975
"50","GOBP_ADHERENS_JUNCTION_ORGANIZATION",0.0524193548387097,0.427389207114863,0.195789002148949,-0.523592353970279,-1.25903835914336,49,"Cdh20,Cdh18,Cdh11,Cdh7,Dchs1,Bmp6,Cdh9,Cdh19,Cdh8,Cdhr3,Cdh22",0.369176449297927
"51","GOBP_ADIPOSE_TISSUE_DEVELOPMENT",0.335035750766088,1,0.0653834195468773,-0.461243258716151,-1.08979435312995,41,"Umodl1,Lep,Casr,Sox8",0
"52","GOBP_ADP_METABOLIC_PROCESS",NA,NA,NA,0.162395598671291,NA,85,"P2rx7,Cbfa2t3,Ak1,Nupr1,Fbp1,Arl2,Bad,Gapdhs,Galk1,Eno2,Ddit4,Prkag1,Gpd1,Eif6,Aldoc,Pgk1,Nudt9",NA
"53","GOBP_ADRENAL_GLAND_DEVELOPMENT",0.519230769230769,1,0.276500599254472,0.26550727504391,0.947922283808357,27,"Apoa1,Dkk3,Ly6e",0
"54","GOBP_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY",0.257291666666667,0.953985471914649,0.0797705918628453,-0.502860203322879,-1.14911320833591,29,"Drd5,Drd2,Chga,Adra1b,Drd3,Adra2b,Gpr101,Adra2c,Adra1d,Adra1a,Adrb3,Atp2b4,Adrb1,Pln",0.0204582390436439
"55","GOBP_ADULT_BEHAVIOR",0.0114335415885304,0.194058787584318,0.380730400722792,-0.503822259050127,-1.27113994466202,128,"Gip,Oprk1,Cntnap2,Otog,Zic1,Dbh,Lep,Atp1a2,Slitrk1,Ghsr,Cntn2,Chrna3,Nrxn2,Drd2,Adam2,Sez6,Kcnj10,Sdk1,Scn1a,Glrb,Dmbx1,Brs3,Klhl1,Htr2a,Alk,Nrxn3,Nlgn3,Gbx1,Chrna4,Drd3,Cend1,Chl1,En1,Slitrk6,Pax5,Trh,Gabrg2,Gdnf,Shank1,Homer1,Oprd1,Crhbp,Cxcl12,Agtpbp1,Ntsr1,Pcdh17",0.71206668627636
"56","GOBP_ADULT_LOCOMOTORY_BEHAVIOR",0.195390781563126,0.82352157254706,0.0928481214159878,-0.462052970400827,-1.14136817298385,73,"Gip,Otog,Zic1,Atp1a2,Cntn2,Drd2,Sez6,Kcnj10,Scn1a,Glrb,Dmbx1,Klhl1,Gbx1,Cend1,Chl1,En1,Slitrk6,Trh,Gdnf,Oprd1,Cxcl12,Agtpbp1,Ntsr1",0.0843250197905996
"57","GOBP_AEROBIC_RESPIRATION",NA,NA,NA,0.368434162436372,NA,150,"Cox6a2,Cbfa2t3,Sdhc,Nupr1,Arl2,Fxn,Trpv4,Idh2,Ndufs3,Ndufa8,Ndufaf1,Ndufa9,Ppif,Cox7a2l,Idh3g,Mdh2,Park7,Surf1,Iscu,Mdh1,Cox10,Dnajc15,Sdhd,Ndufc2,Ndufs4,Atp5c1,Suclg1,Ndufb5,Ndufb6,Cox5a,Sirt3,Dguok,Ndufab1,Chchd10,Ndufs2,Cyc1,Sdhaf2,Ndufa12,Idh3b,Mrps36,Ndufv2,Uqcrfs1,Atp5l,Uqcrc1,Oxa1l,Ndufs7,Coq9,Uqcrc2,Dnajc30,Ndufa10,Slc25a23,Ndufb9,Ndufs8,Ndufb8,Stoml2,Atp5o,Ndufb7,Atp5a1,Bnip3,Ndufv1,Bid,Shmt2,Sdhb,Atp5d,Bloc1s1,Chchd2,Ndufb10,Cox4i1,Cycs,Uqcrh,Fh1,Atp5b,Idh3a,Ccnb1,Slc25a33,Ndufb4,Atp5h,Rhoa",NA
"58","GOBP_AGING",0.996003996003996,1,0.00288973010331959,-0.256971040849162,-0.663740332589306,280,"Rnf165,Grm5,Pla2r1,Pax2,Tacr3,Krt33b,Kir3dl2,Lep,Nr5a1,Mapk10,Npy5r,Ntrk1,Krt25,Dkk1,Tgfb3,Elavl4,Krt16,Kl,Slc6a3,Htr2a,Bglap2,Gm11563,Amh,Retn,Avpr1b,Foxg1,Pitx3,Ptgs2,Akt3,Pax5,Helt,Cnr1,Tert,Nox4,Tbx2,Ednrb,Fgf2,Penk,Adra1a,Cyp1a1,Col4a2,Th,Wnt1,Slc32a1,Il10,Calca,Wnt16,Avpr1a,Lrrk2,Kmo,Foxo3,Nek4",0
"59","GOBP_ALANINE_TRANSPORT",0.633740288568257,1,0.0395979123961192,-0.448149749522706,-0.938893713994807,15,"Slc36a3,Slc6a17,Slc36a2,Slc6a14,Slc7a10",0
"60","GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS",0.994005994005994,1,0.00354273909070668,-0.252128980986657,-0.636305988179353,130,"Idi2,Abcg4,Lhcgr,Dbh,Moxd2,Lep,Adcyap1r1,Bmp6,Sptlc3,Cyp27b1",0
"61","GOBP_ALCOHOL_CATABOLIC_PROCESS",0.840725806451613,1,0.0204160330522345,-0.339268848049179,-0.815811175463692,49,"Akr1d1,Sult2a6,Sult2a5,Akr1cl,Cyp7a1,Hao1",0
"62","GOBP_ALCOHOL_METABOLIC_PROCESS",1,1,0,-0.206560403759245,-0.534512543707557,325,"Idi2,Abcg4,Rpe65,Akr1d1,Lhcgr,Apol8,Sult2a6,Rdh8,Dbh,Moxd2,Lep,Dhrs9,Adcyap1r1,Lepr,Bmp6,Sptlc3,Cyp27b1,Aldh1a2,Sult2a5,Akr1cl,Il4,Cyp7a1,Hao1,Ugt1a2,Pth,Cubn,Rdh12",0
"63","GOBP_ALDEHYDE_BIOSYNTHETIC_PROCESS",0.992230854605993,1,0.0157837626630889,-0.222482245394156,-0.466110227437358,15,"Bmp6,Cyp11b2,Bmp5,Kdm3a,Clcn2,Wnt4,Dab2,Rest",0
"64","GOBP_ALDITOL_METABOLIC_PROCESS",0.932092004381161,1,0.0191546578437244,-0.296380706763147,-0.638446871916036,18,"Lep",0
"65","GOBP_ALPHA_AMINO_ACID_CATABOLIC_PROCESS",NA,NA,NA,0.239009562565194,NA,86,"Hgd,Il4i1,Haao,Hoga1,Arg1,Hpd,Tdo2,Fah,Mat1a,Ddah2,Bcat2,Afmid,Ddo,Adhfe1,Aldh8a1,Hmgcl,Agxt,Sdsl,Qdpr,Sds,Hsd17b10,Gcsh,Asrgl1,Arg2,Cdo1,Cbs,Hibch,Kynu,Gpt,Ddah1",NA
